ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Position
212442,José Pedro Malheiro de Sá,29,Portugal,81,82,Wolverhampton Wanderers,20000000,7400000,GK
212242,Robert Andrich,27,Germany,81,82,Bayer 04 Leverkusen,26500000,5700000,CDM
212096,Vincenzo Grifo,29,Italy,81,81,SC Freiburg,25500000,4000000,LM
211990,Odisseas Vlachodimos,28,Greece,81,83,Benfica,22000000,1500000,GK
211748,Kerem Demirbay,28,Germany,81,81,Bayer 04 Leverkusen,25500000,6500000,CM
211256,Nicolás Tagliafico,29,Argentina,81,81,Olympique Lyonnais,22500000,7200000,LB
210413,Alessio Romagnoli,27,Italy,81,81,Lazio,24000000,5500000,CB
210324,Jonas Hofmann,29,Germany,81,81,Borussia Mönchengladbach,25500000,4000000,CAM
210008,Adrien Rabiot,27,France,81,81,Juventus,27500000,11000000,CM
209519,Gaëtan Laborde,28,France,81,81,Nice,26500000,6100000,ST
208618,Lucas Vázquez Iglesias,31,Spain,81,81,Real Madrid,18500000,14000000,RB
208448,Emil Forsberg,30,Sweden,81,81,RB Leipzig,25000000,6200000,CAM
208333,Emre Can,28,Germany,81,81,Borussia Dortmund,25500000,5800000,CM
207863,Felipe Augusto de Almeida Monteiro,33,Brazil,81,81,Atlético Madrid,12500000,5700000,CB
207566,William Silva de Carvalho,30,Portugal,81,81,Real Betis,21500000,3000000,CDM
206585,Kepa Arrizabalaga,27,Spain,81,84,Chelsea,25500000,8600000,GK
205686,Téji Savanier,30,France,81,81,Montpellier,25000000,3300000,CAM
205678,Edin Višća,32,Bosnia and Herzegovina,81,81,Trabzonspor,20500000,4800000,RM
205632,Lucas Ocampos,27,Argentina,81,81,Ajax,27500000,3900000,RW
205569,James Ward-Prowse,27,England,81,81,Southampton,27500000,6900000,CM
204923,Marcel Sabitzer,28,Austria,81,81,FC Bayern München,25500000,7200000,CM
204838,Raúl Jiménez,31,Mexico,81,81,Wolverhampton Wanderers,22000000,10000000,ST
202477,Gerard Deulofeu Lázaro,28,Spain,81,81,Udinese,26500000,2800000,CF
201153,Álvaro Borja Morata Martín,29,Spain,81,81,Atlético Madrid,25500000,7100000,ST
200610,Kevin Volland,29,Germany,81,81,Monaco,25500000,7000000,ST
199304,Danilo Luiz da Silva,30,Brazil,81,81,Juventus,22000000,10000000,RB
198950,Pablo Sarabia García,30,Spain,81,81,Paris Saint Germain,25000000,9500000,RW
198141,Marc Bartra Aregall,31,Spain,81,81,Trabzonspor,17500000,4400000,CB
194404,Norberto Murara Neto,32,Brazil,81,81,AFC Bournemouth,13000000,4700000,GK
193283,Thomas Delaney,30,Denmark,81,81,Sevilla,21500000,3300000,CDM
193165,Jesús Corona,29,Mexico,81,81,Sevilla,25500000,4000000,RW
193105,Alphonse Areola,29,France,81,82,West Ham United,20000000,6400000,GK
192883,Henrikh Mkhitaryan,33,Armenia,81,81,Inter,16000000,7400000,CAM
192366,Nicolás Otamendi,34,Argentina,81,81,Benfica,8500000,1800000,CB
189242,Philippe Coutinho Correia,30,Brazil,81,81,Aston Villa,25000000,9500000,CAM
188152,Oscar dos Santos Emboaba,30,Brazil,81,81,Shanghai SIPG,25000000,2800000,CAM
187598,Rafael Tolói,31,Italy,81,81,Atalanta,17500000,5500000,CB
179813,Edinson Cavani,35,Uruguay,81,81,Valencia,11000000,3700000,ST
178562,Éver Banega,34,Argentina,81,81,Al Shabab,12000000,4700000,CM
178086,Antonio Adán Garrido,35,Spain,81,81,Sporting CP,2900000,900000,GK
178005,Rui Pedro dos Santos Patrício,34,Portugal,81,81,Roma,4400000,5500000,GK
177388,Dimitri Payet,35,France,81,81,Olympique Marseille,10500000,3700000,CAM
173731,Gareth Bale,32,Wales,81,81,Los Angeles FC,20500000,1400000,RW
173426,Simon Mignolet,34,Belgium,81,81,Club Brugge,4400000,2600000,GK
172871,Jan Vertonghen,35,Belgium,81,81,Anderlecht,7000000,2100000,CB
169416,Carlos Vela,33,Mexico,81,81,Los Angeles FC,16000000,1400000,RW
164835,Łukasz Fabiański,37,Poland,81,81,West Ham United,2900000,3900000,GK
120533,Képler Laveran Lima Ferreira,39,Portugal,81,81,Porto,4600000,1200000,CB
253149,Jeremie Frimpong,21,Netherlands,80,86,Bayer 04 Leverkusen,31500000,3800000,RB
252308,Ali Musrati,26,Libya,80,83,Sporting Braga,25000000,1800000,CDM
252145,Nuno Alexandre Tavares Mendes,20,Portugal,80,88,Paris Saint Germain,44000000,5400000,LB
251809,Sven Botman,22,Netherlands,80,86,Newcastle United,31000000,7400000,CB
251805,Jurriën Timber,21,Netherlands,80,88,Ajax,44500000,1400000,CB
251573,Renan Augusto Lodi dos Santos,24,Brazil,80,85,Nottingham Forest,29500000,4600000,LWB
247257,Roger Ibañez Da Silva,23,Brazil,80,84,Roma,27000000,5400000,CB
245279,Sergio Reguilón Rodríguez,25,Spain,80,83,Atlético Madrid,25500000,8200000,LWB
244749,Nayef Aguerd,26,Morocco,80,83,West Ham United,24500000,7000000,CB
244369,Viktor Tsygankov,24,Ukraine,80,83,Dynamo Kyiv,29000000,100000,RM
244263,Amir Rrahmani,28,Kosovo,80,80,Napoli,18000000,5700000,CB
244261,Lovro Majer,24,Croatia,80,85,Rennes,31500000,4700000,CM
243715,William Saliba,21,France,80,88,Arsenal,44500000,5800000,CB
241671,Dominik Livaković,27,Croatia,80,83,Dinamo Zagreb,20500000,100000,GK
240690,Nicolás González,24,Argentina,80,85,Fiorentina,32000000,5800000,RW
240679,Teun Koopmeiners,24,Netherlands,80,84,Atalanta,30000000,4900000,CM
240273,Emile Smith Rowe,21,England,80,87,Arsenal,43000000,6500000,LM
239093,Jonathan Clauss,29,France,80,80,Olympique Marseille,18500000,4500000,RWB
238095,Nikola Milenković,24,Serbia,80,85,Fiorentina,29000000,4800000,CB
237679,Randal Kolo Muani,23,France,80,86,Eintracht Frankfurt,33500000,3400000,ST
237238,Scott McTominay,25,Scotland,80,83,Manchester United,25000000,10000000,CDM
236987,Boubacar Kamara,22,France,80,86,Aston Villa,31000000,6900000,CDM
236772,Dominik Szoboszlai,21,Hungary,80,87,RB Leipzig,43000000,4300000,CAM
236703,David Raum,24,Germany,80,84,RB Leipzig,28000000,4600000,LB
236632,David Neres Campos,25,Brazil,80,83,Benfica,28000000,1700000,RM
236496,Mattéo Guendouzi,23,France,80,86,Olympique Marseille,33000000,4100000,CM
236480,Yves Bissouma,25,Mali,80,84,Tottenham Hotspur,26500000,8200000,CDM
236045,Reinildo Isnard Mandava,28,Mozambique,80,80,Atlético Madrid,19000000,5600000,LB
235844,Edson Álvarez,24,Mexico,80,84,Ajax,27500000,1700000,CDM
235410,Youssef En-Nesyri,25,Morocco,80,84,Sevilla,29500000,3500000,ST
234943,Florian Neuhaus,25,Germany,80,84,Borussia Mönchengladbach,29000000,3400000,CM
234742,Harvey Barnes,24,England,80,83,Leicester City,29000000,7700000,LM
234577,Diogo Meireles Costa,22,Portugal,80,87,Porto,36500000,1100000,GK
234574,José Diogo Dalot Teixeira,23,Portugal,80,86,Manchester United,31000000,9000000,RB
233731,Alexander Isak,22,Sweden,80,85,Newcastle United,33000000,9000000,ST
233500,Luis Sinisterra,23,Colombia,80,85,Leeds United,32000000,4300000,LM
233195,Xaver Schlager,24,Austria,80,84,RB Leipzig,27500000,4600000,CDM
232665,Mauro Arambarri,26,Uruguay,80,83,Getafe,25000000,3200000,CDM
231936,Benjamin White,24,England,80,86,Arsenal,30000000,6900000,CB
231691,Alban Lafont,23,France,80,85,Nantes,25500000,2100000,GK
231591,Javier Galán Gil,27,Spain,80,80,Celta de Vigo,20500000,2800000,LB
230767,Renato Júnior Luz Sanches,24,Portugal,80,85,Paris Saint Germain,31500000,7200000,CM
230658,Arthur Henrique Ramos Oliveira Melo,25,Brazil,80,82,Liverpool,26500000,10000000,CM
230313,Tony Josimar Abranjes Meneses,34,Brazil,80,80,Internacional,7000000,3200000,CB
230271,Laureano Thomas Santeiro Marre,22,Brazil,80,80,Fluminense,25000000,2700000,CAM
230204,Héniton Enaldo Pires Tramontino,26,Brazil,80,80,Flamengo,16500000,3500000,GK
230201,Maikel Renan Catarino Fagundes,26,Brazil,80,80,Corinthians,21000000,3400000,RB
229906,Leon Bailey,24,Jamaica,80,82,Aston Villa,27500000,8400000,RW
229752,Djibril Sow,25,Switzerland,80,82,Eintracht Frankfurt,26500000,3400000,CM
229668,Mario Hermoso Canseco,27,Spain,80,82,Atlético Madrid,22500000,5300000,CB
228881,Davide Calabria,25,Italy,80,83,Milan,25500000,6000000,RB
227950,Yeray Álvarez López,27,Spain,80,82,Athletic Club,22500000,3100000,CB
227290,Marko Dmitrović,30,Serbia,80,81,Sevilla,16000000,2500000,GK
226851,Benjamin Pavard,26,France,80,82,FC Bayern München,24000000,5900000,RB
226710,Gianluca Scamacca,23,Italy,80,86,West Ham United,33500000,7300000,ST
226300,Uğurcan Çakır,26,Turkey,80,82,Trabzonspor,20000000,3300000,GK
226162,Emiliano Buendía,25,Argentina,80,82,Aston Villa,26500000,8400000,RM
225201,Alejandro Berenguer Remiro,26,Spain,80,80,Athletic Club,23000000,3300000,RM
224371,Jarrod Bowen,25,England,80,83,West Ham United,28000000,7300000,RM
224309,Joan Jordán Moreno,27,Spain,80,80,Sevilla,22500000,3300000,CM
222558,Rick Karsdorp,27,Netherlands,80,81,Roma,22000000,6300000,RWB
222331,Lukas Klostermann,26,Germany,80,82,RB Leipzig,23000000,5300000,CB
221660,Victor Lindelöf,27,Sweden,80,81,Manchester United,21000000,10500000,CB
221087,Pau López Sabata,27,Spain,80,83,Olympique Marseille,20500000,3500000,GK
220971,Naby Keïta,27,Guinea,80,81,Liverpool,24000000,11000000,CM
220407,Martin Dúbravka,33,Slovakia,80,80,Manchester United,7000000,7000000,GK
220093,Hans Hateboer,28,Netherlands,80,80,Atalanta,19000000,5300000,RWB
220018,Ante Rebić,28,Croatia,80,80,Milan,21000000,7800000,LW
219789,Hamari Traoré,30,Mali,80,80,Rennes,18000000,5000000,RB
219522,Jeremías Conan Ledesma,29,Argentina,80,82,Cádiz,17500000,3000000,GK
218339,Mahmoud Dahoud,26,Germany,80,82,Borussia Dortmund,26000000,5200000,CM
217036,Alexandre Moreno Lopera,29,Spain,80,80,Real Betis,18500000,2900000,LB
216475,José Luis Morales Nogales,34,Spain,80,80,Villarreal,10500000,4200000,ST
215330,Joaquín Correa,27,Argentina,80,80,Inter,23000000,7500000,CF
215223,Walter Benítez,29,Argentina,80,82,PSV,17500000,1900000,GK
212814,João Mário N. Costa Eduardo,29,Portugal,80,80,Benfica,20500000,1900000,LM
212462,Alex Nicolao Telles,29,Brazil,80,80,Sevilla,18500000,11000000,LB
211738,Mark Flekken,29,Netherlands,80,80,SC Freiburg,14500000,2800000,GK
211300,Anthony Martial,26,France,80,83,Manchester United,28000000,12500000,ST
210930,Carles Gil Pareja,29,Spain,80,80,New England,20500000,1300000,CAM
210897,Chancel Mbemba,27,Congo DR,80,82,Olympique Marseille,22500000,4300000,CB
210385,Rui Tiago Dantas da Silva,28,Portugal,80,82,Real Betis,18000000,2400000,GK
209846,Christian Günter,29,Germany,80,80,SC Freiburg,18500000,3400000,LB
209297,Frederico de Paula Santos,29,Brazil,80,80,Manchester United,20500000,12000000,CM
208596,Andrea Belotti,28,Italy,80,80,Roma,21500000,7800000,ST
208461,Marten de Roon,31,Netherlands,80,80,Atalanta,15000000,5100000,CDM
208421,Saúl Ñíguez Esclápez,27,Spain,80,81,Atlético Madrid,24000000,5800000,CM
208268,Bryan Cristante,27,Italy,80,82,Roma,23000000,6300000,CDM
207439,Leandro Paredes,28,Argentina,80,80,Juventus,21000000,8600000,CM
207421,Leandro Trossard,27,Belgium,80,80,Brighton & Hove Albion,22500000,7500000,LM
206511,Maximilian Arnold,28,Germany,80,81,VfL Wolfsburg,20500000,5100000,CDM
205988,Luke Shaw,26,England,80,81,Manchester United,22500000,10500000,LB
205175,Arkadiusz Milik,28,Poland,80,80,Juventus,21500000,5300000,ST
204311,Kurt Zouma,27,France,80,82,West Ham United,22500000,7000000,CB
204234,Edgar Badia Guardiola,30,Spain,80,81,Elche,16000000,2000000,GK
203263,Harry Maguire,29,England,80,80,Manchester United,17500000,11000000,CB
202695,James Tarkowski,29,England,80,80,Everton,17500000,4800000,CB
202335,Eric Dier,28,England,80,81,Tottenham Hotspur,20000000,9000000,CB
202024,Remo Freuler,30,Switzerland,80,80,Nottingham Forest,20000000,7200000,CM
201389,Cristiano Biraghi,29,Italy,80,80,Fiorentina,18500000,5800000,LB
200888,Danilo Luís Hélio Pereira,30,Portugal,80,80,Paris Saint Germain,17500000,7600000,CDM
200159,Stefan Ortega,29,Germany,80,80,Manchester City,14500000,9500000,GK
200155,Hans Vanaken,29,Belgium,80,80,Club Brugge,20500000,3400000,CM
199987,Jasper Cillessen,33,Netherlands,80,80,NEC,7000000,1300000,GK
199564,Sergio Roberto Carnicer,30,Spain,80,80,FC Barcelona,18000000,12500000,RB
199503,Granit Xhaka,29,Switzerland,80,80,Arsenal,18000000,8400000,CDM
198164,Jonathan Viera Ramos,32,Spain,80,80,Las Palmas,16500000,1400000,CAM
196978,Callum Wilson,30,England,80,80,Newcastle United,20500000,10000000,ST
195365,Kevin Kampl,31,Slovenia,80,80,RB Leipzig,17500000,5800000,CM
193983,Andy Delort,30,Algeria,80,80,Nice,20500000,5500000,ST
192563,Bernd Leno,30,Germany,80,80,Fulham,14000000,5000000,GK
191043,Alex Sandro Lobo Silva,31,Brazil,80,80,Juventus,15500000,9500000,LB
189271,Francis Coquelin,31,France,80,80,Villarreal,17500000,3900000,CM
184392,Matteo Darmian,32,Italy,80,80,Inter,14500000,6300000,RWB
182494,Fernando Muslera,36,Uruguay,80,80,Galatasaray,2300000,3600000,GK
181291,Georginio Wijnaldum,31,Netherlands,80,80,Roma,17500000,8300000,CM
178213,Etienne Capoue,33,France,80,80,Villarreal,13000000,3900000,CM
176550,David Ospina,33,Colombia,80,80,Al Nassr,7000000,3600000,GK
173608,José Luis Sanmartín Mato,32,Spain,80,80,Espanyol,17000000,2700000,ST
173221,Antonio Candreva,35,Italy,80,80,Salernitana,8500000,2000000,RM
171877,Marek Hamšík,34,Slovakia,80,80,Trabzonspor,9500000,4500000,CM
171791,José Miguel da Rocha Fonte,38,Portugal,80,80,Lille,3800000,2600000,CB
171579,Raúl García Escudero,35,Spain,80,80,Athletic Club,9000000,2800000,ST
163489,Andrea Consigli,35,Italy,80,80,Sassuolo,2300000,2000000,GK
162347,João Filipe Moutinho,35,Portugal,80,80,Wolverhampton Wanderers,8500000,6500000,CM
156519,Héctor Herrera,32,Mexico,80,80,Houston Dynamo,16500000,1200000,CM
264240,Pablo Martín Páez Gavira,17,Spain,79,87,FC Barcelona,36000000,1700000,CM
259377,Yeremy Jesús Pino Santos,19,Spain,79,88,Villarreal,38000000,2100000,RM
257179,Gonçalo Bernardo Inácio,20,Portugal,79,88,Sporting CP,36000000,1100000,CB
255253,Vítor Machado Ferreira,22,Portugal,79,89,Paris Saint Germain,39500000,6800000,CM
253124,Matheus Luiz Nunes,23,Portugal,79,86,Wolverhampton Wanderers,35000000,7300000,CM
253004,Anssumane Fati,19,Spain,79,90,FC Barcelona,38000000,8400000,LW
253002,Giacomo Raspadori,22,Italy,79,86,Napoli,36000000,3700000,CF
251892,Norberto Gomes Betuncal,24,Portugal,79,82,Udinese,24500000,2100000,ST
251566,Gabriel Teodoro Martinelli Silva,21,Brazil,79,88,Arsenal,39500000,6200000,LM
248695,Wesley Fofana,21,France,79,86,Chelsea,33000000,6700000,CB
248243,Eduardo Camavinga,19,France,79,89,Real Madrid,38000000,7800000,CM
248148,Martín Zubimendi Ibáñez,23,Spain,79,86,Real Sociedad,35000000,3200000,CM
247635,Khvicha Kvaratskhelia,21,Georgia,79,88,Napoli,39500000,4600000,LW
247090,Enzo Fernández,21,Argentina,79,87,Benfica,39500000,1300000,CM
246242,Boulaye Dia,25,Senegal,79,82,Salernitana,23500000,3900000,ST
246191,Julián Álvarez,22,Argentina,79,86,Manchester City,36000000,11000000,ST
246172,Samuel Chukwueze,23,Nigeria,79,85,Villarreal,27500000,3200000,RM
246104,Ryan Gravenberch,20,Netherlands,79,88,FC Bayern München,38500000,4500000,CM
245630,Youssouf Fofana,23,France,79,84,Monaco,24500000,4300000,CDM
245388,Jean-Clair Todibo,22,France,79,84,Nice,24500000,3700000,CB
244470,Vladimír Coufal,29,Czech Republic,79,79,West Ham United,15500000,6900000,RB
243630,Jonathan David,22,Canada,79,85,Lille,28500000,3700000,ST
243245,Orkun Kökçü,21,Turkey,79,86,Feyenoord,35500000,1100000,CM
242201,Luis Milla Manzanares,27,Spain,79,79,Getafe,18500000,3300000,CM
241771,Anthony Nwakaeme,33,Nigeria,79,79,Al Feiha,11000000,3200000,LM
240900,Unai Núñez Gestoso,25,Spain,79,83,Celta de Vigo,22000000,2800000,CB
240753,Amine Gouiri,22,France,79,86,Rennes,36000000,4900000,ST
240709,Ridle Baku,24,Germany,79,83,VfL Wolfsburg,23500000,4000000,RB
240091,Guglielmo Vicario,25,Italy,79,83,Empoli,19000000,1100000,GK
239433,Nemanja Maksimović,27,Serbia,79,80,Getafe,20000000,3300000,CM
238744,Weston McKennie,23,United States,79,84,Juventus,26500000,8600000,CM
238041,Tyrell Malacia,22,Netherlands,79,84,Manchester United,25000000,8600000,LB
237942,Pervis Estupiñán,24,Ecuador,79,83,Brighton & Hove Albion,23500000,5500000,LB
237221,Juan Foyth,24,Argentina,79,84,Villarreal,24500000,2900000,RB
237086,Min Jae Kim,25,Korea Republic,79,83,Napoli,22000000,4900000,CB
236572,Owen Wijndal,22,Netherlands,79,83,Ajax,24000000,1600000,LB
236355,Luiz Felipe Ramos Marchi,25,Italy,79,84,Real Betis,23000000,2500000,CB
235997,Francisco José Beltrán Peinado,23,Spain,79,84,Celta de Vigo,24500000,2200000,CDM
235944,Brais Méndez Portela,25,Spain,79,81,Real Sociedad,22000000,3500000,RM
235688,Lucas Veríssimo da Silva,26,Brazil,79,82,Benfica,20500000,1600000,CB
235569,Tanguy Ndombele,25,France,79,82,Napoli,23000000,8500000,CM
235407,Salih Özcan,24,Turkey,79,83,Borussia Dortmund,23000000,3800000,CDM
235374,Manuel Lazzari,28,Italy,79,79,Lazio,16000000,5100000,RB
234711,Josip Brekalo,24,Croatia,79,85,VfL Wolfsburg,28000000,4800000,CF
234468,Emanuel Reynoso,26,Argentina,79,80,Minnesota United,20500000,1200000,CAM
234426,Marcos Nascimento Teixeira,26,Brazil,79,83,Sevilla,21500000,2900000,CB
233306,Dean Henderson,25,England,79,82,Nottingham Forest,18000000,7600000,GK
232938,Takehiro Tomiyasu,23,Japan,79,84,Arsenal,24500000,6500000,RB
232432,Luka Jović,24,Serbia,79,83,Fiorentina,25500000,5500000,ST
231628,Rafael Mir Vicente,25,Spain,79,83,Sevilla,24500000,3300000,ST
231447,Donyell Malen,23,Netherlands,79,84,Borussia Dortmund,27000000,4700000,ST
231340,Gonzalo Montiel,25,Argentina,79,81,Sevilla,20000000,2800000,RB
231102,Ludovic Blas,24,France,79,83,Nantes,25000000,2800000,CAM
230977,Miguel Almirón,28,Paraguay,79,79,Newcastle United,17500000,10000000,RW
230625,Matheus Reis de Lima,27,Brazil,79,82,Sporting CP,20000000,1600000,CB
230498,Luan Vágner Boas Macedo,22,Brazil,79,79,Santos,21000000,3200000,ST
230312,Bernard Gabriel Prestão Chaves,30,Brazil,79,79,Internacional,11500000,2500000,GK
230251,Melvin Luan Parrela Porfírio,22,Brazil,79,79,Bragantino,18500000,1700000,CDM
230234,Everton Jorge Andrade Zanon,26,Brazil,79,79,Fluminense,17000000,2700000,CDM
230216,Adnan Claudiano Vidual Machado,30,Brazil,79,79,Internacional,15000000,3000000,RB
230184,Ronaldo Diego Essler Domingues,22,Brazil,79,79,Atlético Mineiro,19000000,3200000,LB
230168,Emelvin William Anjos Rochedo,34,Brazil,79,79,Bragantino,3000000,1600000,GK
229880,Aaron Wan-Bissaka,24,England,79,82,Manchester United,22000000,8600000,RB
229857,Stefano Sensi,26,Italy,79,79,Monza,19000000,6600000,CM
228520,Ezequiel Ávila,28,Argentina,79,79,Osasuna,18000000,3800000,ST
228093,Marcus Thuram,24,France,79,84,Borussia Mönchengladbach,27000000,3200000,ST
227890,Nuno Miguel Gomes dos Santos,27,Portugal,79,79,Sporting CP,18500000,1900000,LW
227813,Oleksandr Zinchenko,25,Ukraine,79,82,Arsenal,21500000,7300000,LB
227678,Ezri Konsa,24,England,79,83,Aston Villa,22500000,6500000,CB
227275,Agustín Rossi,26,Argentina,79,83,Boca Juniors,19000000,1600000,GK
227174,Matty Cash,24,Poland,79,83,Aston Villa,23500000,6500000,RB
226456,Pablo Fornals Malla,26,Spain,79,81,West Ham United,21500000,7200000,CAM
226268,Federico Dimarco,24,Italy,79,84,Inter,24500000,5100000,LWB
226166,Nordi Mukiele,24,France,79,83,Paris Saint Germain,23500000,6100000,RWB
226110,Nicolas Pépé,27,Côte d'Ivoire,79,79,Nice,18500000,8300000,RM
225663,Alexandr Golovin,26,Russia,79,80,Monaco,20500000,5500000,LM
225341,David García Zubiria,28,Spain,79,81,Osasuna,17500000,3200000,CB
225126,Ellyes Skhiri,27,Tunisia,79,80,FC Köln,18000000,3100000,CDM
225116,Alex Meret,25,Italy,79,82,Napoli,18000000,3900000,GK
224196,Ramy Bensebaini,27,Algeria,79,80,Borussia Mönchengladbach,18500000,3100000,LB
224031,Adam Marušić,29,Montenegro,79,79,Lazio,15500000,5100000,LB
223689,Wout Weghorst,29,Netherlands,79,79,Beşiktaş,17500000,5900000,ST
223550,Jonas Omlin,28,Switzerland,79,81,Montpellier,15000000,2300000,GK
222028,Julian Weigl,26,Germany,79,80,Borussia Mönchengladbach,20500000,1700000,CM
221479,Dominic Calvert-Lewin,25,England,79,82,Everton,23500000,4900000,ST
221363,Donny van de Beek,25,Netherlands,79,84,Manchester United,25500000,10500000,CM
220793,Davinson Sánchez,26,Colombia,79,80,Tottenham Hotspur,18000000,8100000,CB
220673,Renato Tapia,26,Peru,79,81,Celta de Vigo,19500000,2600000,CDM
220502,Mattia Zaccagni,27,Italy,79,79,Lazio,18500000,5700000,LW
220253,Munir El Haddadi,26,Morocco,79,79,Getafe,19000000,3300000,LM
219733,Ludovic Ajorque,28,France,79,79,Strasbourg,18000000,3600000,ST
217940,Dakonam Djené,30,Togo,79,79,Getafe,14500000,3000000,CB
216150,Davide Zappacosta,30,Italy,79,79,Atalanta,15000000,4800000,LWB
215716,Aleksandar Mitrović,27,Serbia,79,79,Fulham,19000000,7000000,ST
215270,Lucas Zelarayán,30,Armenia,79,79,Columbus Crew,17000000,1200000,CAM
214584,Franco Armani,35,Argentina,79,79,River Plate,1900000,1000000,GK
